failure_id,equipment_id,failure_date,failure_type,severity,description,root_cause,downtime_hours,repair_cost,prevented_by_maintenance,created_at
1525,TRC-107,2021-11-28,Tire,Moderate,Tire blowout - Reduced operational capability,Improper inflation,17.8,1034.84,True,2025-11-02 19:53:25
1526,IRR-065,2021-11-29,Electrical,Minor,Alternator not charging,Worn component,4.8,318.57,True,2025-11-02 19:53:25
1527,TRC-026,2021-11-30,Engine,Moderate,Fuel system malfunction - Reduced operational capability,Overheating,13.8,1215.21,True,2025-11-02 19:53:25
1528,IRR-080,2021-11-30,Mechanical,Moderate,Clutch failure - Reduced operational capability,Overload,22.6,1848.09,False,2025-11-02 19:53:25
1529,SPR-006,2021-12-02,Mechanical,Moderate,Gearbox malfunction - Reduced operational capability,Fatigue failure,12.7,1530.61,True,2025-11-02 19:53:25
1530,SPR-010,2021-12-05,Tire,Critical,Wheel bearing failure - Complete equipment shutdown,Road hazard,26.2,9296.51,False,2025-11-02 19:53:25
1531,PLT-013,2021-12-10,Tire,Minor,Excessive tire wear,Overload,4.3,248.88,False,2025-11-02 19:53:25
1532,IRR-004,2021-12-10,Tire,Moderate,Tire blowout - Reduced operational capability,Excessive wear,18.6,1432.27,True,2025-11-02 19:53:25
1533,IRR-057,2021-12-10,Hydraulic,Minor,Hydraulic pump failure,Exceeded service life,2.1,249.12,True,2025-11-02 19:53:25
1534,IRR-047,2021-12-12,Engine,Moderate,Excessive smoke from exhaust - Reduced operational capability,Contaminated fuel,8.2,736.7,True,2025-11-02 19:53:25
1535,IRR-043,2021-12-14,Electrical,Minor,Sensor malfunction,Worn component,5.3,395.17,False,2025-11-02 19:53:25
1536,TRC-132,2021-12-14,Tire,Minor,Tire sidewall damage,Excessive wear,3.1,436.19,True,2025-11-02 19:53:25
1537,TRC-033,2021-12-15,Hydraulic,Moderate,Hydraulic cylinder leak - Reduced operational capability,Seal failure,12.1,534.55,True,2025-11-02 19:53:25
1538,TRC-123,2021-12-16,Engine,Moderate,Fuel system malfunction - Reduced operational capability,Contaminated fuel,8.0,1564.45,True,2025-11-02 19:53:25
1539,IRR-074,2021-12-17,Engine,Minor,Engine oil leak detected,Overheating,2.2,251.9,False,2025-11-02 19:53:25
1540,TRC-042,2021-12-18,Belt,Minor,Excessive belt wear,Overload,3.7,309.88,True,2025-11-02 19:53:25
1541,TRC-097,2021-12-19,Engine,Moderate,Engine oil leak detected - Reduced operational capability,Lack of maintenance,14.5,690.22,False,2025-11-02 19:53:25
1542,TRC-048,2021-12-19,Tire,Minor,Wheel bearing failure,Age degradation,5.3,440.23,True,2025-11-02 19:53:25
1543,IRR-075,2021-12-20,Mechanical,Minor,Bearing failure causing noise,Overload,5.4,221.2,False,2025-11-02 19:53:25
1544,PLT-029,2021-12-22,Mechanical,Minor,Drive shaft damage,Lack of lubrication,3.5,228.1,True,2025-11-02 19:53:25
1545,TRC-139,2021-12-24,Electrical,Moderate,Alternator not charging - Reduced operational capability,Vibration damage,6.6,1543.29,False,2025-11-02 19:53:25
1546,TRC-004,2021-12-24,Engine,Minor,Engine stalling intermittently,Lack of maintenance,2.8,496.15,True,2025-11-02 19:53:25
1547,HRV-051,2021-12-25,Engine,Moderate,Loss of power under load - Reduced operational capability,Overheating,15.5,1505.45,True,2025-11-02 19:53:25
1548,IRR-064,2021-12-25,Mechanical,Critical,Drive shaft damage - Complete equipment shutdown,Overload,106.9,8711.13,False,2025-11-02 19:53:25
1549,TRC-139,2021-12-26,Engine,Moderate,Engine oil leak detected - Reduced operational capability,Age-related wear,16.5,768.58,False,2025-11-02 19:53:25
1550,IRR-057,2021-12-29,Mechanical,Moderate,Mechanical linkage broken - Reduced operational capability,Normal wear,6.4,1305.63,False,2025-11-02 19:53:25
1551,HRV-023,2022-01-01,Hydraulic,Minor,Loss of hydraulic pressure,Worn hose,3.2,216.32,True,2025-11-02 19:53:25
1552,HRV-001,2022-01-03,Mechanical,Minor,Gearbox malfunction,Misalignment,4.4,379.64,False,2025-11-02 19:53:25
1553,TRC-138,2022-01-06,Engine,Moderate,Fuel system malfunction - Reduced operational capability,Age-related wear,15.3,861.93,True,2025-11-02 19:53:25
1554,TRC-107,2022-01-08,Hydraulic,Minor,Hydraulic fluid contamination,Contaminated fluid,3.0,256.18,False,2025-11-02 19:53:25
1555,IRR-065,2022-01-08,Engine,Moderate,Engine overheating during operation - Reduced operational capability,Lack of maintenance,23.4,790.81,True,2025-11-02 19:53:25
1556,IRR-056,2022-01-10,Electrical,Minor,Electrical short circuit,Age-related failure,3.0,435.91,False,2025-11-02 19:53:25
1557,IRR-029,2022-01-12,Tire,Moderate,Tire sidewall damage - Reduced operational capability,Overload,9.5,1181.13,False,2025-11-02 19:53:25
1558,SPR-001,2022-01-14,Hydraulic,Minor,Loss of hydraulic pressure,Exceeded service life,5.9,214.71,False,2025-11-02 19:53:25
1559,IRR-025,2022-01-15,Hydraulic,Moderate,Loss of hydraulic pressure - Reduced operational capability,Pressure spike,20.8,1337.99,True,2025-11-02 19:53:25
1560,TRC-105,2022-01-21,Hydraulic,Minor,Hydraulic valve malfunction,Pressure spike,5.2,495.54,True,2025-11-02 19:53:25
1561,TRC-019,2022-01-22,Tire,Critical,Tire puncture - Complete equipment shutdown,Improper inflation,67.6,6473.5,True,2025-11-02 19:53:25
1562,TRC-087,2022-01-22,Tire,Moderate,Tire blowout - Reduced operational capability,Overload,12.9,623.44,False,2025-11-02 19:53:25
1563,HRV-037,2022-01-23,Hydraulic,Minor,Hydraulic cylinder leak,Seal failure,2.3,471.5,True,2025-11-02 19:53:25
1564,IRR-029,2022-01-24,Mechanical,Critical,Gearbox malfunction - Complete equipment shutdown,Overload,119.6,8804.57,False,2025-11-02 19:53:25
1565,TRC-166,2022-01-26,Other,Critical,Cab door malfunction - Complete equipment shutdown,Operator error,63.5,6945.43,False,2025-11-02 19:53:25
1566,IRR-051,2022-01-26,Hydraulic,Minor,Hydraulic fluid contamination,Pressure spike,3.8,244.05,False,2025-11-02 19:53:25
1567,TRC-091,2022-01-28,Electrical,Minor,Wiring harness damage,Age-related failure,5.1,440.77,False,2025-11-02 19:53:25
1568,IRR-008,2022-01-29,Hydraulic,Moderate,Hydraulic cylinder leak - Reduced operational capability,Seal failure,22.4,1151.44,True,2025-11-02 19:53:25
1569,TRC-041,2022-01-29,Engine,Minor,Excessive smoke from exhaust,Age-related wear,2.8,233.25,True,2025-11-02 19:53:25
1570,TRC-115,2022-02-13,Hydraulic,Minor,Hydraulic pump failure,Contaminated fluid,3.4,441.9,True,2025-11-02 19:53:25
1571,TRC-044,2022-02-15,Tire,Minor,Wheel bearing failure,Road hazard,4.5,282.66,True,2025-11-02 19:53:25
1572,TRC-032,2022-02-19,Hydraulic,Moderate,Hydraulic fluid contamination - Reduced operational capability,Contaminated fluid,12.9,1653.39,True,2025-11-02 19:53:25
1573,TRC-125,2022-02-19,Engine,Moderate,Engine stalling intermittently - Reduced operational capability,Lack of maintenance,20.5,799.97,False,2025-11-02 19:53:25
1574,TRC-177,2022-02-24,Hydraulic,Minor,Hydraulic valve malfunction,Worn hose,5.2,348.81,True,2025-11-02 19:53:25
1575,HRV-030,2022-02-25,Engine,Critical,Engine stalling intermittently - Complete equipment shutdown,Overheating,81.3,7553.79,True,2025-11-02 19:53:25
1576,TRC-176,2022-02-27,Engine,Moderate,Engine stalling intermittently - Reduced operational capability,Age-related wear,18.0,743.35,True,2025-11-02 19:53:25
1577,TRC-010,2022-02-28,Tire,Minor,Tire puncture,Age degradation,3.1,356.09,False,2025-11-02 19:53:25
1578,HRV-051,2022-03-02,Engine,Moderate,Loss of power under load - Reduced operational capability,Contaminated fuel,18.7,1535.38,False,2025-11-02 19:53:25
1579,TRC-007,2022-03-02,Mechanical,Minor,Mechanical linkage broken,Misalignment,5.2,349.98,True,2025-11-02 19:53:25
1580,IRR-073,2022-03-03,Hydraulic,Moderate,Hydraulic pump failure - Reduced operational capability,Exceeded service life,21.9,986.11,True,2025-11-02 19:53:25
1581,PLT-035,2022-03-03,Hydraulic,Minor,Hydraulic pump failure,Pressure spike,2.6,259.8,True,2025-11-02 19:53:25
1582,TRC-084,2022-03-04,Tire,Minor,Tire blowout,Overload,3.2,262.04,True,2025-11-02 19:53:25
1583,IRR-080,2022-03-05,Electrical,Minor,Electrical short circuit,Corroded connection,3.6,289.39,False,2025-11-02 19:53:25
1584,IRR-031,2022-03-05,Engine,Minor,Excessive smoke from exhaust,Worn component,4.2,274.5,True,2025-11-02 19:53:25
1585,TRC-097,2022-03-06,Engine,Minor,Engine stalling intermittently,Worn component,5.2,393.21,True,2025-11-02 19:53:25
1586,HRV-035,2022-03-09,Other,Moderate,Cab door malfunction - Reduced operational capability,Operator error,18.0,1585.11,False,2025-11-02 19:53:25
1587,IRR-004,2022-03-10,Tire,Minor,Excessive tire wear,Excessive wear,4.3,290.59,True,2025-11-02 19:53:25
1588,TRC-022,2022-03-13,Engine,Minor,Fuel system malfunction,Contaminated fuel,3.6,348.89,False,2025-11-02 19:53:25
1589,HRV-059,2022-03-16,Engine,Minor,Engine overheating during operation,Worn component,2.5,475.22,True,2025-11-02 19:53:25
1590,SPR-004,2022-03-17,Hydraulic,Moderate,Hydraulic hose burst during operation - Reduced operational capability,Worn hose,11.4,1286.7,True,2025-11-02 19:53:25
1591,HRV-050,2022-03-21,Tire,Minor,Tire puncture,Improper inflation,4.4,370.56,True,2025-11-02 19:53:25
1592,TRC-116,2022-03-22,Belt,Moderate,Belt tensioner failure - Reduced operational capability,Normal wear,13.4,1061.42,True,2025-11-02 19:53:25
1593,TRC-048,2022-03-23,Engine,Minor,Engine overheating during operation,Overheating,5.3,246.34,True,2025-11-02 19:53:25
1594,TRC-071,2022-03-24,Other,Moderate,Gauge malfunction - Reduced operational capability,Age-related,19.8,547.7,False,2025-11-02 19:53:25
1595,TRC-103,2022-03-25,Electrical,Minor,Alternator not charging,Age-related failure,2.6,249.34,True,2025-11-02 19:53:25
1596,HRV-060,2022-03-27,Engine,Critical,Engine stalling intermittently - Complete equipment shutdown,Age-related wear,68.6,2943.96,True,2025-11-02 19:53:25
1597,IRR-055,2022-03-27,Engine,Minor,Fuel system malfunction,Contaminated fuel,4.3,284.77,False,2025-11-02 19:53:25
1598,TRC-171,2022-03-28,Engine,Minor,Engine stalling intermittently,Lack of maintenance,5.5,469.61,True,2025-11-02 19:53:25
1599,IRR-016,2022-03-29,Hydraulic,Minor,Hydraulic fluid contamination,Seal failure,3.9,408.31,True,2025-11-02 19:53:25
1600,TRC-011,2022-03-30,Electrical,Minor,Wiring harness damage,Corroded connection,2.3,293.83,True,2025-11-02 19:53:25
1601,TRC-090,2022-04-02,Mechanical,Critical,Clutch failure - Complete equipment shutdown,Normal wear,52.7,5445.67,False,2025-11-02 19:53:25
1602,TRC-023,2022-04-03,Electrical,Minor,Starter motor failure,Water damage,3.4,230.74,False,2025-11-02 19:53:25
1603,SPR-032,2022-04-03,Hydraulic,Moderate,Hydraulic valve malfunction - Reduced operational capability,Worn hose,22.3,881.66,False,2025-11-02 19:53:25
1604,IRR-019,2022-04-06,Mechanical,Moderate,Mechanical linkage broken - Reduced operational capability,Overload,14.6,953.55,False,2025-11-02 19:53:25
1605,HRV-046,2022-04-07,Tire,Minor,Tire sidewall damage,Improper inflation,2.2,462.8,True,2025-11-02 19:53:25
1606,TRC-158,2022-04-07,Engine,Minor,Loss of power under load,Overheating,5.5,495.49,True,2025-11-02 19:53:25
1607,TRC-175,2022-04-08,Mechanical,Minor,Drive shaft damage,Lack of lubrication,2.3,302.93,False,2025-11-02 19:53:25
1608,TRC-137,2022-04-08,Electrical,Minor,Starter motor failure,Corroded connection,4.9,257.48,False,2025-11-02 19:53:25
1609,TRC-073,2022-04-09,Hydraulic,Minor,Hydraulic fluid contamination,Exceeded service life,2.5,225.97,True,2025-11-02 19:53:25
1610,TRC-128,2022-04-09,Hydraulic,Minor,Hydraulic pump failure,Pressure spike,5.7,485.74,True,2025-11-02 19:53:25
1611,IRR-057,2022-04-09,Tire,Minor,Excessive tire wear,Excessive wear,5.1,428.1,False,2025-11-02 19:53:25
1612,HRV-028,2022-04-09,Engine,Critical,Engine overheating during operation - Complete equipment shutdown,Contaminated fuel,30.2,3516.86,True,2025-11-02 19:53:25
1613,TRC-013,2022-04-11,Tire,Minor,Wheel bearing failure,Road hazard,4.9,336.31,True,2025-11-02 19:53:25
1614,IRR-002,2022-04-13,Engine,Critical,Fuel system malfunction - Complete equipment shutdown,Lack of maintenance,42.9,9334.32,True,2025-11-02 19:53:25
1615,SPR-028,2022-04-13,Hydraulic,Critical,Loss of hydraulic pressure - Complete equipment shutdown,Seal failure,103.7,7042.1,False,2025-11-02 19:53:25
1616,TRC-035,2022-04-16,Hydraulic,Minor,Hydraulic valve malfunction,Pressure spike,3.3,289.88,True,2025-11-02 19:53:25
1617,PLT-023,2022-04-17,Engine,Critical,Engine oil leak detected - Complete equipment shutdown,Age-related wear,62.3,2059.39,True,2025-11-02 19:53:25
1618,PLT-020,2022-04-18,Tire,Minor,Wheel bearing failure,Age degradation,4.4,325.42,False,2025-11-02 19:53:25
1619,PLT-023,2022-04-18,Engine,Critical,Engine stalling intermittently - Complete equipment shutdown,Age-related wear,94.0,9454.64,True,2025-11-02 19:53:25
1620,IRR-049,2022-04-20,Electrical,Minor,Starter motor failure,Water damage,2.9,436.71,False,2025-11-02 19:53:25
1621,HRV-049,2022-04-20,Hydraulic,Critical,Hydraulic fluid contamination - Complete equipment shutdown,Exceeded service life,24.4,9289.01,True,2025-11-02 19:53:25
1622,HRV-046,2022-04-21,Other,Moderate,Seat adjustment failure - Reduced operational capability,Age-related,7.5,1759.51,False,2025-11-02 19:53:25
1623,PLT-048,2022-04-21,Other,Minor,Gauge malfunction,Age-related,2.0,359.18,False,2025-11-02 19:53:25
1624,PLT-024,2022-04-21,Engine,Moderate,Loss of power under load - Reduced operational capability,Overheating,22.0,1294.71,True,2025-11-02 19:53:25
1625,HRV-054,2022-04-21,Engine,Minor,Loss of power under load,Overheating,3.5,222.19,True,2025-11-02 19:53:25
1626,HRV-028,2022-04-22,Belt,Minor,Excessive belt wear,Age degradation,3.7,481.01,True,2025-11-02 19:53:25
1627,TRC-042,2022-04-22,Hydraulic,Moderate,Hydraulic fluid contamination - Reduced operational capability,Worn hose,15.2,682.89,False,2025-11-02 19:53:25
1628,TRC-011,2022-04-25,Mechanical,Moderate,Bearing failure causing noise - Reduced operational capability,Misalignment,15.8,1819.92,True,2025-11-02 19:53:25
1629,HRV-036,2022-04-28,Hydraulic,Moderate,Hydraulic pump failure - Reduced operational capability,Exceeded service life,16.5,1221.47,False,2025-11-02 19:53:25
1630,IRR-052,2022-04-28,Engine,Minor,Engine overheating during operation,Overheating,2.6,300.66,True,2025-11-02 19:53:25
1631,HRV-050,2022-04-29,Engine,Moderate,Engine stalling intermittently - Reduced operational capability,Overheating,22.8,1958.93,False,2025-11-02 19:53:25
1632,IRR-064,2022-05-01,Mechanical,Moderate,Mechanical linkage broken - Reduced operational capability,Overload,13.9,1919.02,True,2025-11-02 19:53:25
1633,TRC-132,2022-05-03,Electrical,Moderate,Alternator not charging - Reduced operational capability,Vibration damage,13.2,620.19,True,2025-11-02 19:53:25
1634,HRV-021,2022-05-03,Engine,Minor,Fuel system malfunction,Contaminated fuel,5.9,302.84,True,2025-11-02 19:53:25
1635,HRV-031,2022-05-03,Hydraulic,Moderate,Hydraulic fluid contamination - Reduced operational capability,Seal failure,23.1,1312.02,True,2025-11-02 19:53:25
1636,IRR-053,2022-05-05,Electrical,Minor,Sensor malfunction,Vibration damage,5.1,422.87,False,2025-11-02 19:53:25
1637,SPR-021,2022-05-05,Mechanical,Minor,Bearing failure causing noise,Lack of lubrication,5.1,222.79,False,2025-11-02 19:53:25
1638,HRV-028,2022-05-05,Electrical,Moderate,Sensor malfunction - Reduced operational capability,Water damage,8.4,553.95,False,2025-11-02 19:53:25
1639,TRC-022,2022-05-06,Electrical,Minor,Alternator not charging,Corroded connection,3.9,485.79,False,2025-11-02 19:53:25
1640,PLT-003,2022-05-06,Electrical,Moderate,Electrical short circuit - Reduced operational capability,Vibration damage,13.7,1110.28,True,2025-11-02 19:53:25
1641,SPR-021,2022-05-07,Mechanical,Minor,Mechanical linkage broken,Misalignment,2.9,299.22,True,2025-11-02 19:53:25
1642,TRC-098,2022-05-09,Engine,Critical,Loss of power under load - Complete equipment shutdown,Age-related wear,34.7,6930.26,True,2025-11-02 19:53:25
1643,PLT-014,2022-05-11,Hydraulic,Critical,Loss of hydraulic pressure - Complete equipment shutdown,Seal failure,39.2,8768.04,False,2025-11-02 19:53:25
1644,TRC-099,2022-05-12,Other,Moderate,Cab door malfunction - Reduced operational capability,Accidental damage,12.1,1215.71,False,2025-11-02 19:53:25
1645,TRC-141,2022-05-12,Other,Minor,Seat adjustment failure,Environmental factors,2.9,392.2,False,2025-11-02 19:53:25
1646,IRR-001,2022-05-14,Mechanical,Minor,Bearing failure causing noise,Misalignment,3.2,469.18,True,2025-11-02 19:53:25
1647,TRC-054,2022-05-14,Hydraulic,Minor,Hydraulic hose burst during operation,Seal failure,4.5,485.61,True,2025-11-02 19:53:25
1648,IRR-036,2022-05-14,Electrical,Minor,Sensor malfunction,Corroded connection,4.9,273.17,False,2025-11-02 19:53:25
1649,IRR-034,2022-05-15,Engine,Moderate,Fuel system malfunction - Reduced operational capability,Worn component,12.2,945.62,True,2025-11-02 19:53:25
1650,IRR-039,2022-05-16,Engine,Moderate,Engine oil leak detected - Reduced operational capability,Overheating,22.5,788.36,True,2025-11-02 19:53:25
1651,PLT-009,2022-05-16,Mechanical,Moderate,Transmission gear failure - Reduced operational capability,Overload,15.9,1300.96,True,2025-11-02 19:53:25
1652,IRR-017,2022-05-16,Mechanical,Moderate,Gearbox malfunction - Reduced operational capability,Normal wear,10.3,1264.06,True,2025-11-02 19:53:25
1653,IRR-019,2022-05-16,Tire,Moderate,Excessive tire wear - Reduced operational capability,Improper inflation,21.8,702.68,False,2025-11-02 19:53:25
1654,TRC-155,2022-05-17,Electrical,Minor,Battery failure,Age-related failure,5.7,201.26,False,2025-11-02 19:53:25
1655,TRC-019,2022-05-18,Hydraulic,Minor,Hydraulic cylinder leak,Seal failure,3.7,262.44,False,2025-11-02 19:53:25
1656,HRV-007,2022-05-19,Tire,Minor,Tire puncture,Excessive wear,2.4,293.94,True,2025-11-02 19:53:25
1657,SPR-006,2022-05-19,Engine,Moderate,Loss of power under load - Reduced operational capability,Age-related wear,14.6,1065.54,True,2025-11-02 19:53:25
1658,TRC-001,2022-05-19,Mechanical,Minor,Bearing failure causing noise,Lack of lubrication,4.6,358.63,False,2025-11-02 19:53:25
1659,HRV-027,2022-05-21,Mechanical,Moderate,Mechanical linkage broken - Reduced operational capability,Misalignment,9.8,1306.49,False,2025-11-02 19:53:25
1660,TRC-011,2022-05-21,Hydraulic,Moderate,Hydraulic cylinder leak - Reduced operational capability,Worn hose,16.7,542.51,True,2025-11-02 19:53:25
1661,TRC-083,2022-05-22,Tire,Minor,Tire sidewall damage,Excessive wear,2.8,295.14,False,2025-11-02 19:53:25
1662,TRC-003,2022-05-22,Electrical,Minor,Battery failure,Corroded connection,4.7,385.97,False,2025-11-02 19:53:25
1663,TRC-100,2022-05-23,Other,Minor,Gauge malfunction,Normal wear,3.9,476.29,True,2025-11-02 19:53:25
1664,IRR-010,2022-05-23,Mechanical,Minor,Gearbox malfunction,Overload,5.6,213.21,False,2025-11-02 19:53:25
1665,IRR-004,2022-05-25,Tire,Moderate,Tire blowout - Reduced operational capability,Road hazard,7.8,1243.36,True,2025-11-02 19:53:25
1666,PLT-046,2022-05-25,Tire,Minor,Tire blowout,Road hazard,3.8,242.65,True,2025-11-02 19:53:25
1667,PLT-017,2022-05-26,Mechanical,Moderate,Clutch failure - Reduced operational capability,Overload,13.7,1180.93,False,2025-11-02 19:53:25
1668,HRV-021,2022-05-27,Mechanical,Critical,Mechanical linkage broken - Complete equipment shutdown,Fatigue failure,63.8,7056.78,True,2025-11-02 19:53:25
1669,TRC-010,2022-05-28,Electrical,Minor,Battery failure,Age-related failure,5.2,357.05,True,2025-11-02 19:53:25
1670,IRR-019,2022-05-28,Mechanical,Moderate,Gearbox malfunction - Reduced operational capability,Overload,23.6,887.71,False,2025-11-02 19:53:25
1671,TRC-053,2022-05-29,Tire,Minor,Tire sidewall damage,Road hazard,5.4,498.16,True,2025-11-02 19:53:25
1672,TRC-088,2022-05-30,Electrical,Minor,Starter motor failure,Age-related failure,4.2,498.22,False,2025-11-02 19:53:25
1673,TRC-074,2022-05-31,Engine,Critical,Engine oil leak detected - Complete equipment shutdown,Age-related wear,63.5,9706.62,False,2025-11-02 19:53:25
1674,TRC-047,2022-06-01,Engine,Minor,Engine oil leak detected,Lack of maintenance,4.1,383.38,True,2025-11-02 19:53:25
1675,TRC-009,2022-06-03,Tire,Moderate,Excessive tire wear - Reduced operational capability,Overload,16.5,626.71,True,2025-11-02 19:53:25
1676,IRR-003,2022-06-03,Tire,Minor,Tire sidewall damage,Excessive wear,4.3,251.58,True,2025-11-02 19:53:25
1677,IRR-012,2022-06-03,Other,Minor,Cab door malfunction,Environmental factors,4.3,317.08,False,2025-11-02 19:53:25
1678,TRC-160,2022-06-04,Belt,Moderate,Excessive belt wear - Reduced operational capability,Overload,20.7,1222.99,False,2025-11-02 19:53:25
1679,IRR-018,2022-06-05,Engine,Moderate,Loss of power under load - Reduced operational capability,Worn component,18.3,941.29,True,2025-11-02 19:53:25
1680,HRV-029,2022-06-08,Engine,Moderate,Excessive smoke from exhaust - Reduced operational capability,Lack of maintenance,19.5,948.93,False,2025-11-02 19:53:25
1681,IRR-014,2022-06-08,Hydraulic,Minor,Hydraulic fluid contamination,Exceeded service life,4.1,489.93,True,2025-11-02 19:53:25
1682,TRC-138,2022-06-08,Electrical,Minor,Sensor malfunction,Worn component,5.2,372.52,True,2025-11-02 19:53:25
1683,HRV-029,2022-06-08,Engine,Minor,Engine oil leak detected,Lack of maintenance,4.6,414.27,True,2025-11-02 19:53:25
1684,TRC-088,2022-06-09,Other,Minor,Gauge malfunction,Accidental damage,2.6,380.55,True,2025-11-02 19:53:25
1685,PLT-012,2022-06-09,Tire,Minor,Excessive tire wear,Age degradation,3.1,251.24,True,2025-11-02 19:53:25
1686,HRV-024,2022-06-10,Tire,Minor,Tire blowout,Age degradation,2.9,449.27,False,2025-11-02 19:53:25
1687,HRV-009,2022-06-10,Electrical,Minor,Sensor malfunction,Water damage,2.5,295.53,True,2025-11-02 19:53:25
1688,IRR-063,2022-06-10,Engine,Minor,Fuel system malfunction,Worn component,2.9,337.11,True,2025-11-02 19:53:25
1689,TRC-054,2022-06-11,Mechanical,Minor,Mechanical linkage broken,Lack of lubrication,5.8,377.06,True,2025-11-02 19:53:25
1690,IRR-078,2022-06-11,Engine,Moderate,Engine stalling intermittently - Reduced operational capability,Age-related wear,10.5,1858.0,True,2025-11-02 19:53:25
1691,PLT-039,2022-06-12,Engine,Minor,Engine overheating during operation,Overheating,5.4,483.43,True,2025-11-02 19:53:25
1692,PLT-043,2022-06-12,Mechanical,Minor,Gearbox malfunction,Fatigue failure,3.2,403.53,False,2025-11-02 19:53:25
1693,TRC-117,2022-06-12,Hydraulic,Minor,Hydraulic hose burst during operation,Pressure spike,4.5,483.32,True,2025-11-02 19:53:25
1694,TRC-059,2022-06-13,Hydraulic,Minor,Loss of hydraulic pressure,Contaminated fluid,5.5,483.48,False,2025-11-02 19:53:25
1695,TRC-144,2022-06-14,Hydraulic,Minor,Hydraulic cylinder leak,Contaminated fluid,4.4,450.51,True,2025-11-02 19:53:25
1696,TRC-052,2022-06-15,Engine,Minor,Engine oil leak detected,Age-related wear,5.2,240.43,False,2025-11-02 19:53:25
1697,IRR-013,2022-06-16,Electrical,Minor,Sensor malfunction,Age-related failure,3.7,428.65,False,2025-11-02 19:53:25
1698,TRC-109,2022-06-17,Tire,Minor,Wheel bearing failure,Improper inflation,2.9,333.18,True,2025-11-02 19:53:25
1699,HRV-019,2022-06-19,Belt,Moderate,Belt tensioner failure - Reduced operational capability,Overload,23.6,1272.63,False,2025-11-02 19:53:25
1700,TRC-089,2022-06-19,Belt,Moderate,Drive belt snapped - Reduced operational capability,Age degradation,8.2,1431.47,False,2025-11-02 19:53:25
1701,HRV-047,2022-06-20,Hydraulic,Critical,Hydraulic fluid contamination - Complete equipment shutdown,Contaminated fluid,29.5,5235.44,False,2025-11-02 19:53:25
1702,TRC-052,2022-06-21,Tire,Minor,Tire blowout,Excessive wear,2.5,351.2,False,2025-11-02 19:53:25
1703,IRR-066,2022-06-23,Electrical,Minor,Battery failure,Corroded connection,4.5,387.19,False,2025-11-02 19:53:25
1704,SPR-023,2022-06-23,Engine,Moderate,Loss of power under load - Reduced operational capability,Age-related wear,21.0,1486.89,True,2025-11-02 19:53:25
1705,IRR-066,2022-06-24,Tire,Minor,Excessive tire wear,Age degradation,5.2,364.5,True,2025-11-02 19:53:25
1706,IRR-068,2022-06-24,Engine,Moderate,Engine overheating during operation - Reduced operational capability,Overheating,19.7,1065.0,True,2025-11-02 19:53:25
1707,IRR-008,2022-06-24,Engine,Minor,Engine stalling intermittently,Contaminated fuel,2.7,461.81,True,2025-11-02 19:53:25
1708,TRC-134,2022-06-26,Electrical,Minor,Sensor malfunction,Corroded connection,4.0,492.05,True,2025-11-02 19:53:25
1709,TRC-172,2022-06-27,Engine,Minor,Excessive smoke from exhaust,Contaminated fuel,3.3,468.15,True,2025-11-02 19:53:25
1710,PLT-041,2022-06-27,Engine,Minor,Engine oil leak detected,Lack of maintenance,2.4,402.84,True,2025-11-02 19:53:25
1711,HRV-050,2022-06-28,Hydraulic,Minor,Hydraulic pump failure,Contaminated fluid,5.2,451.66,True,2025-11-02 19:53:25
1712,HRV-039,2022-06-29,Engine,Critical,Loss of power under load - Complete equipment shutdown,Worn component,63.8,7174.1,True,2025-11-02 19:53:25
1713,TRC-150,2022-06-29,Tire,Minor,Excessive tire wear,Age degradation,4.5,399.61,False,2025-11-02 19:53:25
1714,IRR-080,2022-06-30,Engine,Minor,Fuel system malfunction,Worn component,2.1,204.18,True,2025-11-02 19:53:25
1715,HRV-039,2022-06-30,Tire,Minor,Tire sidewall damage,Improper inflation,5.8,369.9,True,2025-11-02 19:53:25
1716,HRV-024,2022-06-30,Belt,Minor,Belt slipping under load,Improper tension,5.9,439.45,True,2025-11-02 19:53:25
1717,PLT-018,2022-07-06,Electrical,Minor,Sensor malfunction,Age-related failure,5.0,366.74,True,2025-11-02 19:53:25
1718,IRR-067,2022-07-07,Hydraulic,Minor,Hydraulic pump failure,Exceeded service life,2.4,325.12,True,2025-11-02 19:53:25
1719,IRR-043,2022-07-08,Tire,Minor,Tire blowout,Road hazard,4.4,417.65,True,2025-11-02 19:53:25
1720,TRC-069,2022-07-08,Hydraulic,Minor,Hydraulic fluid contamination,Worn hose,4.1,451.27,True,2025-11-02 19:53:25
1721,IRR-042,2022-07-10,Other,Critical,Gauge malfunction - Complete equipment shutdown,Operator error,73.0,4660.15,True,2025-11-02 19:53:25
1722,IRR-013,2022-07-10,Engine,Moderate,Fuel system malfunction - Reduced operational capability,Lack of maintenance,18.9,570.34,True,2025-11-02 19:53:25
1723,TRC-132,2022-07-10,Hydraulic,Critical,Loss of hydraulic pressure - Complete equipment shutdown,Pressure spike,96.6,8907.46,False,2025-11-02 19:53:25
1724,TRC-174,2022-07-11,Other,Minor,Seat adjustment failure,Normal wear,3.3,234.53,False,2025-11-02 19:53:25
1725,HRV-024,2022-07-13,Hydraulic,Moderate,Hydraulic cylinder leak - Reduced operational capability,Contaminated fluid,22.6,731.04,True,2025-11-02 19:53:25
